Time;Monday;Tuesday;Wednesday;Tuesday;Friday
09:00-10:00;;;;;;
10:00-11:00;;;;;;
11:00-12:00;CSE 487;;;;;
12:00-13:00;CSE 487;;;;;
13:00-14:00;;;;;;
14:00-15:00;;;;;;
15:00-16:00;;;;;;
16:00-17:00;;CSE 487;CSE 343;;;
17:00-18:00;;;CSE 343;;;
18:00-19:00;;;;;;
