1.200000e+01	1.300000e+01	2.700000e+01
1.100000e+01	1.000000e+01	3.000000e+01
4.000000e+00	8.000000e+00	4.700000e+01
7.000000e+00	1.000000e+01	3.300000e+01
8.000000e+00	8.000000e+00	3.400000e+01
5.000000e+00	9.000000e+00	3.900000e+01
3.000000e+00	1.400000e+01	3.400000e+01
5.000000e+00	1.600000e+01	2.900000e+01
1.200000e+01	4.000000e+00	3.800000e+01
1.300000e+01	4.000000e+00	3.400000e+01
7.000000e+00	9.000000e+00	3.400000e+01
1.000000e+01	8.000000e+00	3.300000e+01
3.000000e+00	2.000000e+01	2.900000e+01
9.000000e+00	1.100000e+01	3.000000e+01
1.300000e+01	6.000000e+00	3.100000e+01
1.800000e+01	6.000000e+00	2.700000e+01
1.300000e+01	7.000000e+00	3.000000e+01
6.000000e+00	8.000000e+00	3.800000e+01
2.000000e+00	1.300000e+01	3.800000e+01
1.600000e+01	3.000000e+00	3.200000e+01
1.400000e+01	8.000000e+00	2.900000e+01
1.100000e+01	1.400000e+01	2.700000e+01
1.900000e+01	5.000000e+00	2.700000e+01
9.000000e+00	1.300000e+01	2.800000e+01
1.200000e+01	1.300000e+01	2.700000e+01
3.000000e+00	1.300000e+01	3.700000e+01
1.200000e+01	9.000000e+00	2.900000e+01
6.000000e+00	1.200000e+01	3.200000e+01
9.000000e+00	1.100000e+01	3.000000e+01
1.500000e+01	9.000000e+00	2.700000e+01
4.000000e+00	1.400000e+01	3.200000e+01
8.000000e+00	7.000000e+00	4.200000e+01
1.000000e+01	9.000000e+00	3.100000e+01
1.300000e+01	1.100000e+01	2.800000e+01
1.600000e+01	6.000000e+00	2.800000e+01
2.000000e+01	0.000000e+00	3.700000e+01
1.700000e+01	3.000000e+00	3.000000e+01
0.000000e+00	1.700000e+01	3.800000e+01
7.000000e+00	1.000000e+01	3.300000e+01
2.000000e+00	1.800000e+01	3.200000e+01
2.000000e+00	1.200000e+01	3.900000e+01
2.200000e+01	1.000000e+00	3.100000e+01
1.000000e+00	1.800000e+01	3.400000e+01
1.000000e+00	1.900000e+01	3.300000e+01
3.000000e+00	1.700000e+01	3.100000e+01
7.000000e+00	7.000000e+00	4.600000e+01
1.200000e+01	1.200000e+01	2.800000e+01
1.200000e+01	7.000000e+00	3.100000e+01
3.000000e+00	1.400000e+01	3.400000e+01
1.000000e+00	1.700000e+01	3.700000e+01
7.000000e+00	1.000000e+01	3.300000e+01
5.000000e+00	9.000000e+00	3.900000e+01
3.000000e+00	1.200000e+01	3.800000e+01
1.200000e+01	6.000000e+00	3.200000e+01
7.000000e+00	1.500000e+01	2.900000e+01
9.000000e+00	9.000000e+00	3.200000e+01
8.000000e+00	1.400000e+01	2.800000e+01
1.200000e+01	9.000000e+00	2.900000e+01
1.500000e+01	5.000000e+00	3.000000e+01
6.000000e+00	1.600000e+01	2.800000e+01
1.100000e+01	1.000000e+01	3.000000e+01
3.000000e+00	1.600000e+01	3.200000e+01
7.000000e+00	8.000000e+00	3.700000e+01
1.400000e+01	3.000000e+00	3.300000e+01
1.000000e+00	1.900000e+01	3.300000e+01
1.100000e+01	5.000000e+00	3.400000e+01
1.500000e+01	4.000000e+00	3.100000e+01
2.100000e+01	2.000000e+00	3.100000e+01
1.800000e+01	5.000000e+00	2.800000e+01
1.000000e+01	5.000000e+00	3.500000e+01
1.400000e+01	3.000000e+00	3.300000e+01
1.700000e+01	8.000000e+00	2.700000e+01
1.300000e+01	3.000000e+00	4.000000e+01
1.000000e+00	1.600000e+01	3.800000e+01
5.000000e+00	1.600000e+01	2.900000e+01
6.000000e+00	1.200000e+01	3.200000e+01
2.000000e+00	1.800000e+01	3.200000e+01
8.000000e+00	1.300000e+01	2.900000e+01
1.600000e+01	2.000000e+00	3.600000e+01
4.000000e+00	1.300000e+01	3.400000e+01
1.800000e+01	1.000000e+00	3.300000e+01
2.100000e+01	0.000000e+00	3.600000e+01
1.400000e+01	6.000000e+00	3.000000e+01
2.100000e+01	0.000000e+00	3.600000e+01
5.000000e+00	1.600000e+01	2.900000e+01
2.000000e+00	1.100000e+01	4.000000e+01
1.000000e+01	9.000000e+00	3.100000e+01
4.000000e+00	1.100000e+01	3.500000e+01
9.000000e+00	1.000000e+01	3.100000e+01
8.000000e+00	7.000000e+00	4.200000e+01
1.200000e+01	8.000000e+00	3.000000e+01
2.000000e+00	1.000000e+01	4.100000e+01
1.100000e+01	1.400000e+01	2.700000e+01
3.000000e+00	1.500000e+01	3.300000e+01
1.900000e+01	4.000000e+00	2.800000e+01
5.000000e+00	8.000000e+00	4.200000e+01
8.000000e+00	6.000000e+00	4.600000e+01
2.000000e+01	0.000000e+00	3.700000e+01
1.000000e+01	1.700000e+01	2.700000e+01
0.000000e+00	1.700000e+01	3.800000e+01
